taxpayerid,countrycode,year,timeperiod,logprivatecredit,inflation,logtrade,logschooling,growthingini,growthgdppercapita,loginitialgini,span,loginitialgdppercapita,growthlowestincomeshare,loginitiallowestincomeshare
527-02-0265,LUX,1991,2,0.062749401,323266506,5.314595222,1.797693135,0.0093648,0.043545902,2924981.12,5,10249489,-0.0113522,2.253989935
527-02-0265,LUX,1996,3,0.0146336,260830807,5.523643017,1.797693135,-0.0116822,0.047292098,339322.09,5,10467220,0.021072101,2.197230101
527-03-0013,MAR,1984,1,-1.644932985,655791521,4.007470131,1.797693135,4.26E-05,0.024829499,6684219.84,6,80258598,-0.0002535,1.884039998
529-12-3101,MDG,1960,1,-1.725208044,751337099,3.636483908,1.797693135,-0.006167,-0.0065768,9702920.91,20,71225190,0.0120215,1.360980034
529-12-3101,MDG,1980,2,-1.777040958,166821594,3.612142086,1.797693135,-0.0058131,-0.0196469,8469510.08,13,69909820,0.0126951,1.601410031
529-12-3101,MDG,1993,3,-2.230825901,203059997,3.921140909,1.797693135,-0.0013096,-0.0011803,7713809.01,6,67355718,-0.019310299,1.766440034
540-20-2167,MEX,1963,1,-1.341236949,281945896,2.801951885,1.064710975,0.0077748,0.043907698,163831.71,5,83539791,-0.050262898,1.280930042
540-20-2167,MEX,1968,2,-1.196053028,946237087,2.842206001,1.303998947,0.0004943,0.0286726,552568.44,7,85735177,-0.0105868,1.029620051
540-20-2167,MEX,1975,3,-1.730595946,370989418,3.129337072,1.368384957,-0.0150179,0.0187096,587167.74,9,87742261,0.0506084,0.95551002
540-20-2167,MEX,1984,4,-2.265134096,780577087,3.470237017,1.649042964,0.016682601,-0.013995,9235560.89,5,89426126,-0.0495672,1.41099
540-20-2167,MEX,1989,5,-1.474539042,211656303,3.683115005,1.904939055,-0.003833,0.0009527,69689.75,6,88726377,0.0191669,1.163149953
540-20-2167,MEX,1995,6,-1.493059993,214805297,4.125299931,1.94017899,-0.000858,0.0399727,9839720.73,5,88783540,-0.021754101,1.278149962
575-04-5511,MKD,1996,1,-1.560505033,379230999,4.532207012,1.797693135,0.0134354,0.0135866,441379.07,5,84275321,0.181200802,1.085190058
541-33-7189,MLI,1989,1,-2.112931013,636203384,3.958585024,-0.40646559,0.064877398,-0.0113896,5975859.17,5,67046251,-0.084826097,1.950189948
680-16-1666,MUS,1980,1,-1.511572003,882234573,4.623246193,1.654219985,-0.023752,0.039966099,8220980.17,6,86586828,-0.0301513,1.955860019
680-16-1666,MUS,1986,2,-1.250877023,101506595,4.845191002,1.717574954,-0.0154164,0.051902,6795859.34,5,88984794,0.025431,1.774950027
507-81-2122,MYS,1970,1,-1.351673961,567411899,4.38299799,1.359949946,0.0097115,0.049838498,9120230.67,6,79667639,-0.032062002,1.386289954
507-81-2122,MYS,1976,2,-0.771477103,644560909,4.615262985,1.626885056,-0.0123864,0.046418902,9702920.91,8,82657957,0.030145301,1.193920016
507-81-2122,MYS,1984,3,-0.1708083,150209999,4.73683691,1.700557947,0.001453,0.016268199,8712010.38,5,86371469,0.0173229,1.435080051
507-81-2122,MYS,1989,4,-0.131239593,368938708,5.078328133,1.797078967,0.000585,0.058857299,8784658.91,6,87184877,-0.0033077,1.521700025
155-55-5151,NER,1960,1,-2.019763947,534332609,3.733134031,-1.32050705,0.0018729,-0.019130601,5263609.89,32,73928608,-0.0012256,2.054120064
134-62-9876,NGA,1959,1,-2.419822931,124656896,3.524254084,1.797693135,-0.0106347,0.0061882,9318261.15,26,67741098,-0.0058009,1.945909977
134-62-9876,NGA,1985,2,-1.951382041,207657203,3.949053049,1.797693135,0.0252233,0.0058895,6553230.29,6,69350018,-0.068132102,1.79508996
134-62-9876,NGA,1991,3,-2.211884022,397757606,4.41001606,1.797693135,0.019416399,-0.0038801,8066630.36,6,69703388,0.014363,1.386289954
134-21-5283,NIC,1993,1,-1.477223039,245526905,4.121193886,1.408056021,0.019675599,-0.0201283,918004.99,5,75526142,-0.0594134,1.435080051
137-23-0925,NLD,1962,1,-0.689112484,714597320,4.477903843,1.719725966,-0.0295587,0.0328064,7376699.45,13,91748161,0.057072099,1.386289954
137-23-0925,NLD,1975,2,-0.286093593,655724000,4.587425232,2.078815937,-0.0117071,0.0127269,3534069.06,6,96012992,0.0116839,2.128230095
137-23-0925,NLD,1981,3,-0.094246402,26999681,4.70990181,2.138535976,0.0214618,0.014901,2831640.24,5,96776609,-0.044573199,2.198339939
137-23-0925,NLD,1986,4,0.135571003,109324502,4.638411999,2.168824911,-0.0020005,0.028293001,3904728.89,5,97521657,-0.0082106,1.975469947
137-23-0925,NLD,1991,5,0.320560008,209431195,4.652886868,2.210140944,0.0021353,0.015787899,3804709.91,5,98936309,-0.0285313,1.93441999
137-23-0925,NLD,1996,6,0.274867386,260100007,4.778863907,2.235910892,-0.0281545,0.026561501,3911468.98,5,99725704,0.102165103,1.791759968
137-81-0944,NOR,1962,1,-0.406867296,390712904,4.284074783,1.810580969,-0.0080489,0.036027499,6248741.15,5,90857219,0.023242099,1.59939003
137-81-0944,NOR,1967,2,-0.405706495,660234403,4.289927006,1.968649983,0.0065296,0.030868201,5846300.13,6,92658596,-0.0197055,1.715600014
137-81-0944,NOR,1973,3,-0.1827299,788052702,4.357140064,2.02048707,-0.030832199,0.0384795,6238069.53,6,94510688,-0.0108014,1.597370028
137-81-0944,NOR,1979,4,-0.265608013,901959228,4.355539799,2.098263025,-0.003759,0.028197899,4388139.25,5,96819458,0.118180297,1.532559991
137-81-0944,NOR,1984,5,-0.100023597,448158597,4.284313202,2.213644981,0.0224998,0.017801899,4200189.11,5,98229351,-0.063033901,2.123460054
137-81-0944,NOR,1989,6,-0.046340998,226950788,4.264063835,2.447809935,-0.048320901,0.0282251,532517.91,6,99119443,0.079015598,1.808290005
137-81-0944,NOR,1995,7,-0.150963604,526056480,4.290421009,2.460016012,0.0135901,0.0249067,2425920.96,5,10081299,-0.0037076,2.282380104
139-11-7234,NPL,1977,1,-2.707386017,741821289,3.379034042,-0.094310597,-0.081013799,0.0101145,9702920.91,7,68065838,0.097616598,1.526059985
139-11-7234,NPL,1984,2,-2.14900589,109665403,3.644505978,0.219135493,0.023155401,0.0224989,4031949.04,11,68773860,-0.0165946,2.209369898
111-11-1111,NZL,1973,1,-1.299919963,126992397,3.975052118,2.422055006,0.0119487,-0.0166422,4028630.26,5,96425476,-0.0099493,1.916919947
111-11-1111,NZL,1978,2,-1.164615035,132188901,4.078938961,2.440083981,0.0133383,0.0172756,4626059.53,5,95593366,-0.0111228,1.86717999
111-11-1111,NZL,1983,3,-0.806368113,104323701,4.040616035,2.44234705,0.0117007,0.0096957,5292971.13,6,96457147,-0.0095264,1.811560035
111-11-1111,NZL,1989,4,-0.164188102,230428504,4.044185162,2.420190096,0.0165547,0.0102469,5995020.87,6,97038888,-0.0059835,1.754400015
111-22-2222,PAK,1964,1,-1.655547976,388350510,3.201962948,-0.0100503,-0.038245201,0.047294401,6109180.45,5,65693469,0.068608798,1.871799946
111-22-2222,PAK,1969,2,-1.537822962,107715396,3.341134071,0.434376508,0.0055994,0.017295901,4196920.39,10,68058190,-0.0065412,2.214849949
111-22-2222,PAK,1979,3,-1.53174305,777113294,3.530164003,0.724161208,0.0006177,0.049463399,4756860.73,6,69787778,-0.0007788,2.149430037
111-22-2222,PAK,1985,4,-1.371194005,616662693,3.564069986,0.762673318,0.0048121,0.038044602,4793920.52,5,72755579,-0.0110738,2.144759893
111-22-2222,PAK,1990,5,-1.495921016,104863596,3.618185997,1.365071058,-0.0105058,0.0184422,5034530.16,6,74657821,0.025219601,2.089390039
112-34-5678,PAN,1969,1,-0.799906611,612163209,1.797693135,1.564650059,0.0015709,0.0218876,8712010.38,10,82010164,-0.0254234,1.589239955
112-34-5678,PAN,1979,2,-0.785358727,571111917,4.982484818,1.862684011,0.0146799,0.0068504,8869099.62,10,84198923,-0.064185403,1.335000038
112-34-5678,PAN,1989,3,-0.744569421,179208505,5.211558819,2.089143991,0.0017615,0.0244123,337100.03,6,84883966,0.0232937,0.693149984
112-34-5678,PAN,1995,4,-0.290474415,289233589,5.092872143,2.122980118,0.002542,0.015127,442790.99,5,86348705,-0.0035089,0.832910001
113-82-5562,PER,1961,1,1.797693135,106708202,3.552695036,1.207766056,-0.010354,0.034382101,1108741.76,10,81275472,-0.104982197,1.386289954
113-82-5562,PER,1971,2,1.797693135,359019088,3.576209068,1.527359962,-0.0108801,0.0079107,73328.02,10,84713678,0.149930403,0.336470008
113-82-5562,PER,1981,3,1.797693135,973048095,3.576607943,1.79508698,-0.0285859,-0.016060401,8985319.14,5,85504751,-0.0022454,1.835780025
113-82-5562,PER,1986,4,-2.641736031,120196899,3.367367983,1.825677991,0.0060208,-0.016965499,7556030.75,8,84701728,-0.029925499,1.824550033
113-82-5562,PER,1994,5,-1.570942044,101161804,3.455655098,1.989653945,0.0156924,0.0161629,8037691.12,6,83344488,-0.043720402,1.585150003
115-41-7631,PHL,1965,1,-1.783257961,695145082,3.577063084,1.487269998,-0.0063888,0.017902199,9380810.26,6,77008829,0.0046952,1.252760053
115-41-7631,PHL,1971,2,-1.128010035,160196704,3.846847057,1.786412001,-0.0049549,0.0081939,8997480.87,14,78082962,0.0262661,1.280930042
115-41-7631,PHL,1985,3,-1.63885498,108945999,4.005181789,1.894767046,0.002584,0.0109824,8303790.09,6,79230108,-0.0168494,1.648659945
115-41-7631,PHL,1991,4,-1.06377399,895990181,4.362292767,2.063946962,-0.0022949,0.021682899,8458828.93,6,79889059,0.021900199,1.547559977
121-12-1212,PRT,1973,1,-0.292380512,187403602,3.931376934,1.017763972,-0.0139682,0.0151792,7032749.65,7,90035552,-0.0055731,1.749199986
121-12-1212,PRT,1980,2,-0.343449414,182445507,4.187521935,1.329458952,-0.0130908,0.029571,6054980.75,9,91098098,0.038072601,1.710190058
121-12-1212,PRT,1989,3,-0.614296079,997411727,4.195353031,1.590867043,0.017157599,0.017594101,4876809.12,5,93759489,-0.0129933,2.052839994
121-12-1212,PRT,1994,4,-0.229328394,406172990,4.213106155,1.699278951,0.00422,0.0361383,5734689.24,5,94639196,-0.0083928,1.987869978
122-55-3738,PRY,1991,1,-1.511927009,151632499,4.340839863,1.807960987,0.048303101,0.011491,6823580.27,6,85071325,-0.170430899,1.783390045
122-23-7131,ROM,1989,1,-1.840051055,129006195,3.907627106,1.797693135,0.0407243,-0.040513199,151880.98,5,85819606,-0.027682001,2.300580025
122-23-7131,ROM,1994,2,-3.005765915,782752685,4.085869789,1.797693135,0.0084712,-0.0009966,355501.89,5,83793945,-0.008987,2.162169933
125-72-1999,SEN,1960,1,-1.338343978,577960205,4.168704987,0.493476003,-0.0011015,-0.0065762,253520.01,31,75052499,0.0049726,1.098610044
127-01-8236,SGP,1973,1,-0.435901701,613191413,1.797693135,1.702564001,-0.020530799,0.054755401,7135720.25,5,88833446,0.056354299,1.693699956
127-01-8236,SGP,1978,2,-0.212453902,553522682,1.797693135,1.704566002,0.0314008,0.0662622,6109180.45,5,91571216,-0.0757512,1.975469947
127-01-8236,SGP,1983,3,0.0043259,131646001,1.797693135,1.808943987,-0.0108699,0.038809199,7679219.25,5,94884328,0.055632301,1.596709967
127-01-8236,SGP,1988,4,-0.062785797,417551612,1.797693135,1.784399033,0.005817,0.0516739,7135720.25,5,96824789,-0.0463912,1.874869943
127-01-8236,SGP,1993,5,0.075777598,120993304,1.797693135,1.904641986,0.0110153,0.037938099,7426569.46,5,99408483,-0.089799099,1.642920017
127-05-1635,SLE,1968,1,-2.937870026,293922405,3.865104914,-0.161343098,0.0016248,-0.0017101,1074252.13,21,72044677,-0.0438057,1.01522994
129-25-5237,SLV,1965,1,-1.573699951,543954801,4.092640877,0.774727225,-0.007566,0.0171529,9702920.91,12,82684860,-0.0079425,1.704749942
129-25-5237,SLV,1977,2,-1.267555952,624842214,4.026998043,1.162837982,0.0009586,-0.0248696,8794999.12,12,84743204,-0.058768298,1.609439969
129-25-5237,SLV,1989,3,-1.40337801,685797500,3.914880991,1.447389007,0.0030359,0.027027899,8910040.86,6,81758852,0.069144599,0.904219985
129-25-5237,SLV,1995,4,-0.955869913,469622993,4.126526833,1.547562003,0.0125916,0.0118534,9092190.27,5,83380527,0.024263101,1.319090009
130-13-0277,SWE,1963,1,-0.284875602,669306278,3.85739398,2.076436996,-0.029696699,0.0293839,6635620.59,12,93557519,0.043322999,1.481609941
130-13-0277,SWE,1975,2,-0.203682095,110285100,4.033738136,2.182337046,0.0344381,0.0084522,3072021.01,5,97083587,-0.0102587,2.001480103
130-13-0277,SWE,1980,3,-0.164648801,892911911,4.170352936,2.246754885,-0.0075386,0.0172548,4793920.52,5,97506198,0.0002843,1.950189948
130-13-0277,SWE,1985,4,0.0065742,684437322,4.134305954,2.246754885,0.0080312,0.0210358,4416990.28,5,98368940,0.0099744,1.951609969
130-13-0277,SWE,1990,5,0.232216701,458050584,4.102799892,2.252763987,-0.0473065,-0.0008705,4818549.16,5,99420728,0.0520312,2.001480103
130-13-0277,SWE,1995,6,-0.035609599,148766005,4.341391087,2.418766975,0.0257691,0.026553901,2453229.43,5,99377202,-0.0020689,2.261640072
132-25-6111,SYC,1978,1,-1.741400957,844018173,4.930613995,1.797693135,0.0035843,0.031248599,8286409.38,6,88276252,-0.0076163,1.476889968
133-33-8181,THA,1962,1,-1.869814992,279492092,3.572627068,1.336053014,0.0045972,0.052365799,7203779.22,7,70671391,-0.063476503,2.079440117
133-33-8181,THA,1969,2,-1.608991981,659387779,3.642443895,1.392524958,-0.0035164,0.034084599,7525579.93,6,74336991,-0.0069662,1.635110021
133-33-8181,THA,1975,3,-1.072348952,750751018,3.842902899,1.392524958,0.0160159,0.054804601,7314600.94,5,76382069,0.019357501,1.593309999
133-33-8181,THA,1980,4,-0.744957387,500859212,3.91138196,1.487947941,0.0078471,0.034941401,8115389.35,6,79122300,-0.0425019,1.690099955
133-33-8181,THA,1986,5,-0.39170599,491738081,4.224594116,1.719905019,0.0138266,0.081071503,8586220.74,6,81218786,-0.0211253,1.435080051
133-33-8181,THA,1992,6,0.235479802,512663984,4.471439838,1.804510951,-0.036544599,0.022642801,9415819.64,6,86083078,0.090544403,1.308330059
134-71-0800,TTO,1971,1,-1.546946049,215011291,4.485033989,1.72597599,-0.0202459,0.0549189,9318261.15,5,87074623,0.066112801,0.662689984
134-71-0800,TTO,1976,2,-1.209599972,128293600,4.466015816,1.982241988,-0.0199231,0.050432201,830595.97,5,89820566,0.047861699,0.993250012
134-71-0800,TTO,1981,3,-0.657948017,489901018,4.262041092,1.938166022,0.0029819,-0.0135736,7309811.12,7,92342176,0.050953601,1.232560039
135-02-8769,TUN,1965,1,1.797693135,446039104,3.636003971,-0.066139802,0.0375841,0.0429952,7447869.78,6,76839990,-0.021838,1.740470052
135-02-8769,TUN,1971,2,1.797693135,885225200,4.174095154,0.817574799,-0.0232324,0.048792198,9702920.91,9,79419698,-2.61E-05,1.609439969
135-02-8769,TUN,1980,3,1.797693135,105826997,4.394470215,1.077389002,0,0.0189516,7611999.51,5,83810997,0,1.609200001
135-02-8769,TUN,1985,4,-0.663161874,554992008,4.378284931,1.206869006,-0.0134666,0.0057306,7611999.51,5,84758577,0.033149801,1.609200001
135-02-8769,TUN,1990,5,-0.497831702,450508785,4.494533062,1.370926976,0.0009901,0.0316667,6938669.68,10,85045108,0.0016807,1.774950027
135-35-6211,TUR,1968,1,1.797693135,133902998,2.438911915,0.95896697,-0.0187052,0.0254618,253520.01,5,81476974,0.0308301,1.098610044
135-35-6211,TUR,1973,2,-3.702960014,393301010,3.0676229,1.044155955,-0.0103995,0.024238201,9318261.15,14,82750062,0.0288256,1.252760053
135-35-6211,TUR,1987,3,-1.95380497,666848068,3.524002075,1.421903014,0.0150839,0.007878,7862329.48,7,86143417,-0.0095837,1.656319976
135-35-6211,TUR,1994,4,-1.788239002,763102264,3.905884027,1.632763982,-0.034658901,0.026649499,8918199.54,6,86694879,0.036508899,1.589239955
136-55-1266,TZA,1964,1,1.797693135,179769313,1.797693135,1.120700002,-0.065084502,0.02784,9889841.08,5,61652112,-0.147141397,1.568619967
136-55-1266,TZA,1969,2,1.797693135,179769313,1.797693135,0.962410688,0.0150785,0.017281501,6635620.59,8,63044109,0.091619901,0.832910001
136-55-1266,TZA,1977,3,-2.361372948,237208404,3.849903107,0.984696805,0.0209655,-0.0170631,7841899.39,14,64426631,-0.048133601,1.565870047
136-55-1266,TZA,1991,4,-2.6018641,196618690,3.886301994,0.986935616,-0.047493,0.0013854,777068.14,10,62037801,0.103952304,0.89200002
142-66-0709,UGA,1989,1,-3.300175905,248210392,3.439723969,1.184484005,0.045775101,0.033286899,4965078.83,11,64806070,-0.077312097,2.142420053
143-66-0604,URY,1989,1,-1.499982953,673150634,3.683082104,1.95896697,0.0033907,0.0304117,7454960.35,6,88992147,-0.0140569,1.693779945
143-66-0604,URY,1995,2,-1.082054019,173815593,3.675302982,1.988970041,0.0059297,0.018017,7658410.07,5,90816850,-0.0081644,1.609439969
145-55-2561,USA,1959,1,-0.413783491,179769313,1.797693135,2.139123917,0.0009243,0.027034201,5421180.73,5,94066066,0.0080011,1.589239955
145-55-2561,USA,1964,2,-0.29965359,383811497,2.316989899,2.207395077,-0.0062048,0.034173399,5467400.55,5,95417776,0.0187052,1.629240036
145-55-2561,USA,1969,3,-0.124715596,567935323,2.533617973,2.25454998,0.0030679,0.023068201,5157160.76,5,97126445,0,1.722769976
145-55-2561,USA,1974,4,-0.168328494,765117216,2.845622063,2.271094084,0.0052011,0.0298931,5310549.74,5,98279857,-0.011012,1.722769976
145-55-2561,USA,1979,5,-0.127609,676367807,2.938580036,2.473592997,0.0102301,0.0136515,5570609.57,5,99774513,-0.0240288,1.667709947
145-55-2561,USA,1984,6,0.071669303,317327404,2.919436932,2.448328972,0.0067153,0.0261629,6082119.94,5,10045709,-0.0043012,1.547559977
145-55-2561,USA,1989,7,0.261762291,297792100,3.033833981,2.463171959,0.035624001,0.0118135,6417880.06,5,10176520,-0.0490245,1.526059985
145-55-2561,USA,1994,8,0.532581985,171305704,3.159976959,2.475866079,-0.0004391,0.0283779,8199079.04,5,10235589,0,1.280930042
160-60-7328,VEN,1962,1,-1.468984008,326931309,3.679637909,1.119721055,0.0140237,0.0099608,7376699.45,9,90803194,-0.022296701,1.481609941
160-60-7328,VEN,1971,2,-1.124380946,144766902,3.828872919,1.289783001,-0.017627601,-0.025030499,8638830.18,5,91699666,0.057536401,1.280930042
160-60-7328,VEN,1976,3,-0.709251881,137270698,3.932066917,1.700374961,-0.0037479,-0.019012099,7757449.15,5,90448141,0.0081644,1.568619967
160-60-7328,VEN,1981,4,-0.617898822,120636701,3.75475502,1.728996992,0.0089047,-0.0126753,7570049.76,6,89497537,-0.0092521,1.609439969
160-60-7328,VEN,1987,5,-1.187567949,381169204,3.97951293,1.601001978,-0.0134019,0.0047172,8104329.11,6,88737020,0.0281402,1.553930044
160-60-7328,VEN,1993,6,-2.040263891,531885795,3.941293955,1.901062012,0.027818801,-0.0136221,7300.21,5,89020051,-0.059237499,1.722769976
165-43-8702,YEM,1992,1,-3.064889908,215430793,4.497253895,1.797693135,-0.0992181,0.0024847,6763010.03,6,68431520,0.075405397,1.808290005
,ZMB,1959,1,1.797693135,749551391,4.483025074,0.924258888,0.0035662,0.014344,8712010.38,17,70391302,-0.0313069,1.840549946
,ZMB,1976,2,-2.650074005,387249794,4.29049015,1.360463977,-0.010589,-0.022520401,9318261.15,15,72829790,0.0272708,1.308330059
,ZMB,1991,3,-2.949372053,880355300,4.315264225,1.690464973,0.027004899,-0.042818099,7729909.42,5,69451742,-0.056462102,1.717399955
,ZWE,1990,1,-1.411223054,209584102,4.13214016,1.616412997,0.050352801,-0.0190039,400638.58,5,79772930,-0.350469112,1.381279945
