taxpayerid,countrycode,year,timeperiod,logprivatecredit,inflation,logtrade,logschooling,growthingini,growthgdppercapita,loginitialgini,span,loginitialgdppercapita,growthlowestincomeshare,loginitiallowestincomeshare
516-77-2204,KOR,1988,6,-0.1136076,8.083071709,4.050455093,2.296968937,-0.0125751,0.059209999,3.515716076,5,9.072773933,0.0018856,2.000129938
516-77-2204,KOR,1993,7,0.135240093,6.188203812,4.120334148,2.357167959,0.032693598,0.027489901,3.452841043,5,9.368824005,-0.089023001,2.009560108
522-31-5925,LKA,1963,1,-2.34188509,3.281106949,4.173622131,1.403151035,-0.0314603,0.020574,3.850147009,7,7.206781864,0.062659599,1.492900014
522-31-5925,LKA,1970,2,-2.020817041,10.90783978,4.098287106,1.546710968,0.015870599,0.0141695,3.629925013,9,7.350800037,-0.020645101,1.931519985
522-31-5925,LKA,1979,3,-1.712630033,15.16462994,4.294298172,1.721336961,-0.0487407,0.040910799,3.772761106,6,7.478325844,0.061555799,1.745720029
522-31-5925,LKA,1985,4,-1.664335012,9.225962639,4.149346828,1.770706058,-0.0151583,0.021252399,3.480317116,5,7.723791122,0.0146492,2.115050077
522-31-5925,LKA,1990,5,-2.057336092,11.50823975,4.303063869,1.804347038,0.0264736,0.039592098,3.404525042,5,7.830052853,-0.021271501,2.188299894
522-31-5925,LKA,1995,6,-1.340247989,8.283958435,4.395589828,1.864079952,0.114796102,0.0147234,3.536892891,5,8.028013229,0.026363101,2.081939936
524-06-0811,LSO,1986,1,-1.897312999,13.59360981,4.943070889,1.367365956,0.0048142,-0.0035401,4.025709152,7,7.223865032,-0.013566,1.054309964
524-06-0811,LSO,1993,2,-1.721861959,9.371506691,4.913195133,1.401183009,0.0058227,0.021939,4.059408188,6,7.199083805,-0.035568099,0.95934999
527-02-0265,LUX,1985,1,0.018020401,2.029258966,5.338490009,1.79769313486232e+308,-0.0013429,0.057385299,3.300554991,6,9.905174255,0.0141553,2.169049978
527-02-0265,LUX,1991,2,0.062749401,3.232665062,5.314595222,1.79769313486232e+308,0.0093648,0.043545902,3.292498112,5,10.24948978,-0.0113522,2.253989935
527-02-0265,LUX,1996,3,0.0146336,2.608308077,5.523643017,1.79769313486232e+308,-0.0116822,0.047292098,3.33932209,5,10.46722031,0.021072101,2.197230101
527-03-0013,MAR,1984,1,-1.644932985,6.557915211,4.007470131,1.79769313486232e+308,4.26E-05,0.024829499,3.668421984,6,8.025859833,-0.0002535,1.884039998
529-12-3101,MDG,1960,1,-1.725208044,7.513370991,3.636483908,1.79769313486232e+308,-0.006167,-0.0065768,3.970292091,20,7.122519016,0.0120215,1.360980034
529-12-3101,MDG,1980,2,-1.777040958,16.68215942,3.612142086,1.79769313486232e+308,-0.0058131,-0.0196469,3.846951008,13,6.990982056,0.0126951,1.601410031
529-12-3101,MDG,1993,3,-2.230825901,20.30599976,3.921140909,1.79769313486232e+308,-0.0013096,-0.0011803,3.771380901,6,6.735571861,-0.019310299,1.766440034
540-20-2167,MEX,1963,1,-1.341236949,2.819458961,2.801951885,1.064710975,0.0077748,0.043907698,4.016383171,5,8.353979111,-0.050262898,1.280930042
540-20-2167,MEX,1968,2,-1.196053028,9.462370872,2.842206001,1.303998947,0.0004943,0.0286726,4.055256844,7,8.573517799,-0.0105868,1.029620051
540-20-2167,MEX,1975,3,-1.730595946,37.0989418,3.129337072,1.368384957,-0.0150179,0.0187096,4.058716774,9,8.774226189,0.0506084,0.95551002
540-20-2167,MEX,1984,4,-2.265134096,78.05770874,3.470237017,1.649042964,0.016682601,-0.013995,3.923556089,5,8.942612648,-0.0495672,1.41099
540-20-2167,MEX,1989,5,-1.474539042,21.16563034,3.683115005,1.904939055,-0.003833,0.0009527,4.006968975,6,8.872637749,0.0191669,1.163149953
540-20-2167,MEX,1995,6,-1.493059993,21.48052979,4.125299931,1.94017899,-0.000858,0.0399727,3.983972073,5,8.878354073,-0.021754101,1.278149962
575-04-5511,MKD,1996,1,-1.560505033,3.792309999,4.532207012,1.79769313486232e+308,0.0134354,0.0135866,3.44137907,5,8.427532196,0.181200802,1.085190058
541-33-7189,MLI,1989,1,-2.112931013,6.362033844,3.958585024,-0.40646559,0.064877398,-0.0113896,3.597585917,5,6.70462513,-0.084826097,1.950189948
680-16-1666,MUS,1980,1,-1.511572003,8.822345734,4.623246193,1.654219985,-0.023752,0.039966099,3.822098017,6,8.658682823,-0.0301513,1.955860019
680-16-1666,MUS,1986,2,-1.250877023,10.15065956,4.845191002,1.717574954,-0.0154164,0.051902,3.679585934,5,8.898479462,0.025431,1.774950027
507-81-2122,MYS,1970,1,-1.351673961,5.674118996,4.38299799,1.359949946,0.0097115,0.049838498,3.912023067,6,7.966763973,-0.032062002,1.386289954
507-81-2122,MYS,1976,2,-0.771477103,6.445609093,4.615262985,1.626885056,-0.0123864,0.046418902,3.970292091,8,8.265795708,0.030145301,1.193920016
507-81-2122,MYS,1984,3,-0.1708083,1.502099991,4.73683691,1.700557947,0.001453,0.016268199,3.871201038,5,8.63714695,0.0173229,1.435080051
507-81-2122,MYS,1989,4,-0.131239593,3.689387083,5.078328133,1.797078967,0.000585,0.058857299,3.878465891,6,8.71848774,-0.0033077,1.521700025
155-55-5151,NER,1960,1,-2.019763947,5.343326092,3.733134031,-1.32050705,0.0018729,-0.019130601,3.526360989,32,7.392860889,-0.0012256,2.054120064
134-62-9876,NGA,1959,1,-2.419822931,12.46568966,3.524254084,1.79769313486232e+308,-0.0106347,0.0061882,3.931826115,26,6.77410984,-0.0058009,1.945909977
134-62-9876,NGA,1985,2,-1.951382041,20.76572037,3.949053049,1.79769313486232e+308,0.0252233,0.0058895,3.655323029,6,6.93500185,-0.068132102,1.79508996
134-62-9876,NGA,1991,3,-2.211884022,39.77576065,4.41001606,1.79769313486232e+308,0.019416399,-0.0038801,3.806663036,6,6.970338821,0.014363,1.386289954
134-21-5283,NIC,1993,1,-1.477223039,24.55269051,4.121193886,1.408056021,0.019675599,-0.0201283,3.91800499,5,7.552614212,-0.0594134,1.435080051
137-23-0925,NLD,1962,1,-0.689112484,7.145973206,4.477903843,1.719725966,-0.0295587,0.0328064,3.737669945,13,9.174816132,0.057072099,1.386289954
137-23-0925,NLD,1975,2,-0.286093593,6.557240009,4.587425232,2.078815937,-0.0117071,0.0127269,3.353406906,6,9.601299286,0.0116839,2.128230095
137-23-0925,NLD,1981,3,-0.094246402,2.6999681,4.70990181,2.138535976,0.0214618,0.014901,3.283164024,5,9.677660942,-0.044573199,2.198339939
137-23-0925,NLD,1986,4,0.135571003,1.093245029,4.638411999,2.168824911,-0.0020005,0.028293001,3.390472889,5,9.752165794,-0.0082106,1.975469947
137-23-0925,NLD,1991,5,0.320560008,2.094311953,4.652886868,2.210140944,0.0021353,0.015787899,3.380470991,5,9.893630981,-0.0285313,1.93441999
137-23-0925,NLD,1996,6,0.274867386,2.601000071,4.778863907,2.235910892,-0.0281545,0.026561501,3.391146898,5,9.972570419,0.102165103,1.791759968
137-81-0944,NOR,1962,1,-0.406867296,3.907129049,4.284074783,1.810580969,-0.0080489,0.036027499,3.624874115,5,9.08572197,0.023242099,1.59939003
137-81-0944,NOR,1967,2,-0.405706495,6.602344036,4.289927006,1.968649983,0.0065296,0.030868201,3.584630013,6,9.265859604,-0.0197055,1.715600014
137-81-0944,NOR,1973,3,-0.1827299,7.88052702,4.357140064,2.02048707,-0.030832199,0.0384795,3.623806953,6,9.451068878,-0.0108014,1.597370028
137-81-0944,NOR,1979,4,-0.265608013,9.019592285,4.355539799,2.098263025,-0.003759,0.028197899,3.438813925,5,9.681945801,0.118180297,1.532559991
137-81-0944,NOR,1984,5,-0.100023597,4.481585979,4.284313202,2.213644981,0.0224998,0.017801899,3.420018911,5,9.822935104,-0.063033901,2.123460054
137-81-0944,NOR,1989,6,-0.046340998,2.269507885,4.264063835,2.447809935,-0.048320901,0.0282251,3.53251791,6,9.911944389,0.079015598,1.808290005
137-81-0944,NOR,1995,7,-0.150963604,5.260564804,4.290421009,2.460016012,0.0135901,0.0249067,3.242592096,5,10.08129978,-0.0037076,2.282380104
139-11-7234,NPL,1977,1,-2.707386017,7.418212891,3.379034042,-0.094310597,-0.081013799,0.0101145,3.970292091,7,6.806583881,0.097616598,1.526059985
139-11-7234,NPL,1984,2,-2.14900589,10.96654034,3.644505978,0.219135493,0.023155401,0.0224989,3.403194904,11,6.877386093,-0.0165946,2.209369898
111-11-1111,NZL,1973,1,-1.299919963,12.69923973,3.975052118,2.422055006,0.0119487,-0.0166422,3.402863026,5,9.642547607,-0.0099493,1.916919947
111-11-1111,NZL,1978,2,-1.164615035,13.21889019,4.078938961,2.440083981,0.0133383,0.0172756,3.462605953,5,9.559336662,-0.0111228,1.86717999
111-11-1111,NZL,1983,3,-0.806368113,10.43237019,4.040616035,2.44234705,0.0117007,0.0096957,3.529297113,6,9.64571476,-0.0095264,1.811560035
111-11-1111,NZL,1989,4,-0.164188102,2.304285049,4.044185162,2.420190096,0.0165547,0.0102469,3.599502087,6,9.703888893,-0.0059835,1.754400015
111-22-2222,PAK,1964,1,-1.655547976,3.883505106,3.201962948,-0.0100503,-0.038245201,0.047294401,3.610918045,5,6.569346905,0.068608798,1.871799946
111-22-2222,PAK,1969,2,-1.537822962,10.77153969,3.341134071,0.434376508,0.0055994,0.017295901,3.419692039,10,6.805819035,-0.0065412,2.214849949
111-22-2222,PAK,1979,3,-1.53174305,7.771132946,3.530164003,0.724161208,0.0006177,0.049463399,3.475686073,6,6.978777885,-0.0007788,2.149430037
111-22-2222,PAK,1985,4,-1.371194005,6.16662693,3.564069986,0.762673318,0.0048121,0.038044602,3.479392052,5,7.275557995,-0.0110738,2.144759893
111-22-2222,PAK,1990,5,-1.495921016,10.4863596,3.618185997,1.365071058,-0.0105058,0.0184422,3.503453016,6,7.465782166,0.025219601,2.089390039
112-34-5678,PAN,1969,1,-0.799906611,6.121632099,1.79769313486232e+308,1.564650059,0.0015709,0.0218876,3.871201038,10,8.201016426,-0.0254234,1.589239955
112-34-5678,PAN,1979,2,-0.785358727,5.711119175,4.982484818,1.862684011,0.0146799,0.0068504,3.886909962,10,8.419892311,-0.064185403,1.335000038
112-34-5678,PAN,1989,3,-0.744569421,1.792085052,5.211558819,2.089143991,0.0017615,0.0244123,4.033710003,6,8.488396645,0.0232937,0.693149984
112-34-5678,PAN,1995,4,-0.290474415,2.892335892,5.092872143,2.122980118,0.002542,0.015127,4.044279099,5,8.634870529,-0.0035089,0.832910001
113-82-5562,PER,1961,1,1.79769313486232e+308,10.67082024,3.552695036,1.207766056,-0.010354,0.034382101,4.110874176,10,8.127547264,-0.104982197,1.386289954
113-82-5562,PER,1971,2,1.79769313486232e+308,35.90190887,3.576209068,1.527359962,-0.0108801,0.0079107,4.007332802,10,8.471367836,0.149930403,0.336470008
113-82-5562,PER,1981,3,1.79769313486232e+308,97.30480957,3.576607943,1.79508698,-0.0285859,-0.016060401,3.898531914,5,8.550475121,-0.0022454,1.835780025
113-82-5562,PER,1986,4,-2.641736031,1201.968994,3.367367983,1.825677991,0.0060208,-0.016965499,3.755603075,8,8.470172882,-0.029925499,1.824550033
113-82-5562,PER,1994,5,-1.570942044,10.11618042,3.455655098,1.989653945,0.0156924,0.0161629,3.803769112,6,8.334448814,-0.043720402,1.585150003
115-41-7631,PHL,1965,1,-1.783257961,6.951450825,3.577063084,1.487269998,-0.0063888,0.017902199,3.938081026,6,7.700882912,0.0046952,1.252760053
115-41-7631,PHL,1971,2,-1.128010035,16.01967049,3.846847057,1.786412001,-0.0049549,0.0081939,3.899748087,14,7.808296204,0.0262661,1.280930042
115-41-7631,PHL,1985,3,-1.63885498,10.89459991,4.005181789,1.894767046,0.002584,0.0109824,3.830379009,6,7.923010826,-0.0168494,1.648659945
115-41-7631,PHL,1991,4,-1.06377399,8.95990181,4.362292767,2.063946962,-0.0022949,0.021682899,3.845882893,6,7.988905907,0.021900199,1.547559977
121-12-1212,PRT,1973,1,-0.292380512,18.74036026,3.931376934,1.017763972,-0.0139682,0.0151792,3.703274965,7,9.003555298,-0.0055731,1.749199986
121-12-1212,PRT,1980,2,-0.343449414,18.2445507,4.187521935,1.329458952,-0.0130908,0.029571,3.605498075,9,9.109809875,0.038072601,1.710190058
121-12-1212,PRT,1989,3,-0.614296079,9.974117279,4.195353031,1.590867043,0.017157599,0.017594101,3.487680912,5,9.375948906,-0.0129933,2.052839994
121-12-1212,PRT,1994,4,-0.229328394,4.061729908,4.213106155,1.699278951,0.00422,0.0361383,3.573468924,5,9.46391964,-0.0083928,1.987869978
122-55-3738,PRY,1991,1,-1.511927009,15.16324997,4.340839863,1.807960987,0.048303101,0.011491,3.682358027,6,8.50713253,-0.170430899,1.783390045
122-23-7131,ROM,1989,1,-1.840051055,129.0061951,3.907627106,1.79769313486232e+308,0.0407243,-0.040513199,3.15188098,5,8.581960678,-0.027682001,2.300580025
122-23-7131,ROM,1994,2,-3.005765915,78.27526855,4.085869789,1.79769313486232e+308,0.0084712,-0.0009966,3.35550189,5,8.379394531,-0.008987,2.162169933
125-72-1999,SEN,1960,1,-1.338343978,5.779602051,4.168704987,0.493476003,-0.0011015,-0.0065762,4.025352001,31,7.505249977,0.0049726,1.098610044
127-01-8236,SGP,1973,1,-0.435901701,6.131914139,1.79769313486232e+308,1.702564001,-0.020530799,0.054755401,3.713572025,5,8.88334465,0.056354299,1.693699956
127-01-8236,SGP,1978,2,-0.212453902,5.535226822,1.79769313486232e+308,1.704566002,0.0314008,0.0662622,3.610918045,5,9.157121658,-0.0757512,1.975469947
127-01-8236,SGP,1983,3,0.0043259,1.316460013,1.79769313486232e+308,1.808943987,-0.0108699,0.038809199,3.767921925,5,9.488432884,0.055632301,1.596709967
127-01-8236,SGP,1988,4,-0.062785797,4.175516129,1.79769313486232e+308,1.784399033,0.005817,0.0516739,3.713572025,5,9.682478905,-0.0463912,1.874869943
127-01-8236,SGP,1993,5,0.075777598,1.209933043,1.79769313486232e+308,1.904641986,0.0110153,0.037938099,3.742656946,5,9.940848351,-0.089799099,1.642920017
127-05-1635,SLE,1968,1,-2.937870026,29.39224052,3.865104914,-0.161343098,0.0016248,-0.0017101,4.107425213,21,7.204467773,-0.0438057,1.01522994
129-25-5237,SLV,1965,1,-1.573699951,5.439548016,4.092640877,0.774727225,-0.007566,0.0171529,3.970292091,12,8.268486023,-0.0079425,1.704749942
129-25-5237,SLV,1977,2,-1.267555952,6.248422146,4.026998043,1.162837982,0.0009586,-0.0248696,3.879499912,12,8.474320412,-0.058768298,1.609439969
129-25-5237,SLV,1989,3,-1.40337801,6.857975006,3.914880991,1.447389007,0.0030359,0.027027899,3.891004086,6,8.175885201,0.069144599,0.904219985
129-25-5237,SLV,1995,4,-0.955869913,4.696229935,4.126526833,1.547562003,0.0125916,0.0118534,3.909219027,5,8.33805275,0.024263101,1.319090009
130-13-0277,SWE,1963,1,-0.284875602,6.693062782,3.85739398,2.076436996,-0.029696699,0.0293839,3.663562059,12,9.355751991,0.043322999,1.481609941
130-13-0277,SWE,1975,2,-0.203682095,11.02851009,4.033738136,2.182337046,0.0344381,0.0084522,3.307202101,5,9.708358765,-0.0102587,2.001480103
130-13-0277,SWE,1980,3,-0.164648801,8.92911911,4.170352936,2.246754885,-0.0075386,0.0172548,3.479392052,5,9.750619888,0.0002843,1.950189948
130-13-0277,SWE,1985,4,0.0065742,6.844373226,4.134305954,2.246754885,0.0080312,0.0210358,3.441699028,5,9.836894035,0.0099744,1.951609969
130-13-0277,SWE,1990,5,0.232216701,4.580505848,4.102799892,2.252763987,-0.0473065,-0.0008705,3.481854916,5,9.942072868,0.0520312,2.001480103
130-13-0277,SWE,1995,6,-0.035609599,1.48766005,4.341391087,2.418766975,0.0257691,0.026553901,3.245322943,5,9.937720299,-0.0020689,2.261640072
132-25-6111,SYC,1978,1,-1.741400957,8.440181732,4.930613995,1.79769313486232e+308,0.0035843,0.031248599,3.828640938,6,8.827625275,-0.0076163,1.476889968
133-33-8181,THA,1962,1,-1.869814992,2.794920921,3.572627068,1.336053014,0.0045972,0.052365799,3.720377922,7,7.067139149,-0.063476503,2.079440117
133-33-8181,THA,1969,2,-1.608991981,6.593877792,3.642443895,1.392524958,-0.0035164,0.034084599,3.752557993,6,7.433699131,-0.0069662,1.635110021
133-33-8181,THA,1975,3,-1.072348952,7.507510185,3.842902899,1.392524958,0.0160159,0.054804601,3.731460094,5,7.638206959,0.019357501,1.593309999
133-33-8181,THA,1980,4,-0.744957387,5.008592129,3.91138196,1.487947941,0.0078471,0.034941401,3.811538935,6,7.912230015,-0.0425019,1.690099955
133-33-8181,THA,1986,5,-0.39170599,4.91738081,4.224594116,1.719905019,0.0138266,0.081071503,3.858622074,6,8.121878624,-0.0211253,1.435080051
133-33-8181,THA,1992,6,0.235479802,5.126639843,4.471439838,1.804510951,-0.036544599,0.022642801,3.941581964,6,8.608307838,0.090544403,1.308330059
134-71-0800,TTO,1971,1,-1.546946049,21.50112915,4.485033989,1.72597599,-0.0202459,0.0549189,3.931826115,5,8.707462311,0.066112801,0.662689984
134-71-0800,TTO,1976,2,-1.209599972,12.82936001,4.466015816,1.982241988,-0.0199231,0.050432201,3.83059597,5,8.982056618,0.047861699,0.993250012
134-71-0800,TTO,1981,3,-0.657948017,4.899010181,4.262041092,1.938166022,0.0029819,-0.0135736,3.730981112,7,9.234217644,0.050953601,1.232560039
135-02-8769,TUN,1965,1,1.79769313486232e+308,4.460391045,3.636003971,-0.066139802,0.0375841,0.0429952,3.744786978,6,7.683999062,-0.021838,1.740470052
135-02-8769,TUN,1971,2,1.79769313486232e+308,8.852252007,4.174095154,0.817574799,-0.0232324,0.048792198,3.970292091,9,7.941969872,-2.61E-05,1.609439969
135-02-8769,TUN,1980,3,1.79769313486232e+308,10.58269978,4.394470215,1.077389002,0,0.0189516,3.761199951,5,8.381099701,0,1.609200001
135-02-8769,TUN,1985,4,-0.663161874,5.549920082,4.378284931,1.206869006,-0.0134666,0.0057306,3.761199951,5,8.475857735,0.033149801,1.609200001
135-02-8769,TUN,1990,5,-0.497831702,4.505087852,4.494533062,1.370926976,0.0009901,0.0316667,3.693866968,10,8.50451088,0.0016807,1.774950027
135-35-6211,TUR,1968,1,1.79769313486232e+308,13.3902998,2.438911915,0.95896697,-0.0187052,0.0254618,4.025352001,5,8.147697449,0.0308301,1.098610044
135-35-6211,TUR,1973,2,-3.702960014,39.33010101,3.0676229,1.044155955,-0.0103995,0.024238201,3.931826115,14,8.275006294,0.0288256,1.252760053
135-35-6211,TUR,1987,3,-1.95380497,66.68480682,3.524002075,1.421903014,0.0150839,0.007878,3.786232948,7,8.614341736,-0.0095837,1.656319976
135-35-6211,TUR,1994,4,-1.788239002,76.31022644,3.905884027,1.632763982,-0.034658901,0.026649499,3.891819954,6,8.669487953,0.036508899,1.589239955
136-55-1266,TZA,1964,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.120700002,-0.065084502,0.02784,3.988984108,5,6.165211201,-0.147141397,1.568619967
136-55-1266,TZA,1969,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.962410688,0.0150785,0.017281501,3.663562059,8,6.304410934,0.091619901,0.832910001
136-55-1266,TZA,1977,3,-2.361372948,23.72084045,3.849903107,0.984696805,0.0209655,-0.0170631,3.784189939,14,6.442663193,-0.048133601,1.565870047
136-55-1266,TZA,1991,4,-2.6018641,19.66186905,3.886301994,0.986935616,-0.047493,0.0013854,4.077706814,10,6.203780174,0.103952304,0.89200002
142-66-0709,UGA,1989,1,-3.300175905,24.8210392,3.439723969,1.184484005,0.045775101,0.033286899,3.496507883,11,6.480607033,-0.077312097,2.142420053
143-66-0604,URY,1989,1,-1.499982953,67.31506348,3.683082104,1.95896697,0.0033907,0.0304117,3.745496035,6,8.899214745,-0.0140569,1.693779945
143-66-0604,URY,1995,2,-1.082054019,17.38155937,3.675302982,1.988970041,0.0059297,0.018017,3.765841007,5,9.081685066,-0.0081644,1.609439969
145-55-2561,USA,1959,1,-0.413783491,1.79769313486232e+308,1.79769313486232e+308,2.139123917,0.0009243,0.027034201,3.542118073,5,9.406606674,0.0080011,1.589239955
145-55-2561,USA,1964,2,-0.29965359,3.838114977,2.316989899,2.207395077,-0.0062048,0.034173399,3.546740055,5,9.541777611,0.0187052,1.629240036
145-55-2561,USA,1969,3,-0.124715596,5.679353237,2.533617973,2.25454998,0.0030679,0.023068201,3.515716076,5,9.712644577,0,1.722769976
145-55-2561,USA,1974,4,-0.168328494,7.651172161,2.845622063,2.271094084,0.0052011,0.0298931,3.531054974,5,9.827985764,-0.011012,1.722769976
145-55-2561,USA,1979,5,-0.127609,6.763678074,2.938580036,2.473592997,0.0102301,0.0136515,3.557060957,5,9.977451324,-0.0240288,1.667709947
145-55-2561,USA,1984,6,0.071669303,3.17327404,2.919436932,2.448328972,0.0067153,0.0261629,3.608211994,5,10.04570961,-0.0043012,1.547559977
145-55-2561,USA,1989,7,0.261762291,2.977921009,3.033833981,2.463171959,0.035624001,0.0118135,3.641788006,5,10.17652035,-0.0490245,1.526059985
145-55-2561,USA,1994,8,0.532581985,1.713057041,3.159976959,2.475866079,-0.0004391,0.0283779,3.819907904,5,10.23558998,0,1.280930042
160-60-7328,VEN,1962,1,-1.468984008,3.269313097,3.679637909,1.119721055,0.0140237,0.0099608,3.737669945,9,9.080319405,-0.022296701,1.481609941
160-60-7328,VEN,1971,2,-1.124380946,14.47669029,3.828872919,1.289783001,-0.017627601,-0.025030499,3.863883018,5,9.169966698,0.057536401,1.280930042
160-60-7328,VEN,1976,3,-0.709251881,13.72706985,3.932066917,1.700374961,-0.0037479,-0.019012099,3.775744915,5,9.04481411,0.0081644,1.568619967
160-60-7328,VEN,1981,4,-0.617898822,12.06367016,3.75475502,1.728996992,0.0089047,-0.0126753,3.757004976,6,8.949753761,-0.0092521,1.609439969
160-60-7328,VEN,1987,5,-1.187567949,38.11692047,3.97951293,1.601001978,-0.0134019,0.0047172,3.810432911,6,8.873702049,0.0281402,1.553930044
160-60-7328,VEN,1993,6,-2.040263891,53.18857956,3.941293955,1.901062012,0.027818801,-0.0136221,3.730021,5,8.902005196,-0.059237499,1.722769976
165-43-8702,YEM,1992,1,-3.064889908,21.54307938,4.497253895,1.79769313486232e+308,-0.0992181,0.0024847,3.676301003,6,6.843152046,0.075405397,1.808290005
,ZMB,1959,1,1.79769313486232e+308,7.495513916,4.483025074,0.924258888,0.0035662,0.014344,3.871201038,17,7.039130211,-0.0313069,1.840549946
,ZMB,1976,2,-2.650074005,38.7249794,4.29049015,1.360463977,-0.010589,-0.022520401,3.931826115,15,7.282979012,0.0272708,1.308330059
,ZMB,1991,3,-2.949372053,88.03553009,4.315264225,1.690464973,0.027004899,-0.042818099,3.772990942,5,6.945174217,-0.056462102,1.717399955
,ZWE,1990,1,-1.411223054,20.95841026,4.13214016,1.616412997,0.050352801,-0.0190039,4.040063858,5,7.977293015,-0.350469112,1.381279945
